sku,sex,color,breed,feed,age_in_year,teeth,height_in_inch,weight_in_kg,price,size,images_count,yt_images_count,total_images
BLF2227,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,245.0,105000.0,MEDIUM,4,31,35
BLF2228,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.5,207.0,90000.0,MEDIUM,4,30,34
BLF2229,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,48.0,246.0,105000.0,MEDIUM,4,31,35
BLF2230,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.0,185.0,78000.0,MEDIUM,4,31,35
BLF2231,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.4,261.0,114000.0,MEDIUM,4,31,35
BLF2232,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,42.2,214.0,93000.0,MINIMUM,4,31,35
BLF2233,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.0,205.0,89000.0,MEDIUM,4,31,35
BLF2234,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.0,197.0,86000.0,MINIMUM,4,31,35
BLF2235,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,46.9,229.0,99000.0,MEDIUM,4,31,35
BLF2236,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.0,199.0,87000.0,MEDIUM,4,31,35
BLF2237,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.5,203.0,87000.0,MEDIUM,4,31,35
BLF2238,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.5,189.0,83000.0,MINIMUM,4,31,35
BLF2239,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,49.0,245.0,105000.0,MEDIUM,4,31,35
BLF2240,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,46.8,217.0,94000.0,MEDIUM,4,31,35
BLF2241,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,47.0,213.0,91000.0,MEDIUM,4,31,35
BLF2242,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.0,224.0,97000.0,MEDIUM,4,30,34
BLF2243,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,251.0,110000.0,MEDIUM,4,31,35
BLF2244,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,226.0,99000.0,MEDIUM,4,31,35
BLF2245,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,258.0,112000.0,MEDIUM,4,31,35
BLF2246,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.0,228.0,99000.0,MEDIUM,4,31,35
BLF2247,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.4,200.0,87000.0,MINIMUM,4,31,35
BLF2248,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,50.0,255.0,110000.0,MEDIUM,4,31,35
BLF2249,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.5,211.0,92000.0,MEDIUM,4,31,35
BLF2250,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.0,210.0,91000.0,MINIMUM,4,31,35
BLF2251,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,256.0,114000.0,MEDIUM,4,31,35
BLF2252,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.7,246.0,107000.0,MEDIUM,4,31,35
BLF2253,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.5,268.0,118000.0,MEDIUM,4,31,35
BLF2254,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.3,222.0,97000.0,MEDIUM,4,31,35
BLF2255,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,49.5,261.0,113000.0,MEDIUM,4,31,35
BLF2256,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.0,229.0,99000.0,MEDIUM,4,31,35
BLF2257,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,47.2,238.0,103000.0,MEDIUM,4,31,35
BLF2258,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.3,242.0,105000.0,MEDIUM,4,31,35
BLF2259,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.8,251.0,109000.0,MEDIUM,4,31,35
BLF2260,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.5,206.0,89000.0,MINIMUM,4,31,35
BLF2261,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.9,224.0,97000.0,MINIMUM,4,31,35
BLF2262,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.2,213.0,91000.0,MEDIUM,4,31,35
BLF2263,MALE_BULL,NON_RED,PABNA_BREED,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.5,225.0,96000.0,MINIMUM,4,31,35
BLF2264,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,240.0,102000.0,MEDIUM,4,31,35
BLF2265,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.0,226.0,97000.0,MEDIUM,4,31,35
BLF2266,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.6,257.0,111000.0,MEDIUM,4,31,35
BLF2267,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,48.5,222.0,96000.0,MEDIUM,4,31,35
BLF2268,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.0,224.0,99000.0,MEDIUM,4,31,35
BLF2269,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.5,250.0,109000.0,MEDIUM,4,31,35
BLF2270,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.8,222.0,96000.0,MINIMUM,4,31,35
BLF2271,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.1,225.0,98000.0,MINIMUM,4,31,35
BLF2272,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,239.0,103000.0,MEDIUM,4,31,35
BLF2273,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.9,208.0,90000.0,MINIMUM,4,31,35
BLF2274,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.6,235.0,102000.0,MEDIUM,4,31,35
BLF2275,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.9,231.0,100000.0,MEDIUM,4,31,35
BLF2276,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,229.0,100000.0,MEDIUM,4,31,35
BLF2277,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.0,210.0,91000.0,MINIMUM,4,31,35
BLF2278,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.2,212.0,92000.0,MINIMUM,4,31,35
BLF2279,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.3,231.0,100000.0,MINIMUM,4,31,35
BLF2280,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.6,183.0,80000.0,MINIMUM,4,31,35
BLF2281,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.6,241.0,105000.0,MINIMUM,4,31,35
BLF2282,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,251.0,109000.0,MEDIUM,4,31,35
BLF2283,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,220.0,96000.0,MEDIUM,4,31,35
BLF2284,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.0,164.0,74000.0,MINIMUM,4,31,35
BLF2285,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,224.0,97000.0,MINIMUM,4,31,35
BLF2286,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.0,208.0,91000.0,MINIMUM,4,31,35
BLF2287,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.9,176.0,78000.0,MEDIUM,4,31,35
BLF2288,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.0,174.0,76000.0,MINIMUM,4,31,35
BLF2289,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.0,180.0,81000.0,MINIMUM,4,31,35
BLF2290,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.7,186.0,82000.0,MEDIUM,4,31,35
BLF2291,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,39.0,160.0,73000.0,MINIMUM,4,31,35
BLF2292,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.4,162.0,72000.0,MINIMUM,4,31,35
BLF2293,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.0,170.0,75000.0,MINIMUM,4,31,35
BLF2294,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.5,154.0,70000.0,MINIMUM,4,31,35
BLF2295,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.0,199.0,87000.0,MINIMUM,4,31,35
BLF2296,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,211.0,92000.0,MEDIUM,4,31,35
BLF2297,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.1,247.0,108000.0,MEDIUM,4,31,35
BLF2298,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.7,218.0,95000.0,MINIMUM,4,31,35
BLF2299,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.9,237.0,103000.0,MEDIUM,4,31,35
BLF2300,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.5,197.0,87000.0,MINIMUM,4,31,35
BLF2301,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,48.3,218.0,95000.0,MEDIUM,4,31,35
BLF2302,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,173.0,77000.0,MINIMUM,4,31,35
BLF2303,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,50.9,300.0,129000.0,MEDIUM,4,31,35
BLF2304,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,49.8,230.0,99000.0,MEDIUM,4,31,35
BLF2305,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.9,221.0,96000.0,MEDIUM,4,31,35
BLF2306,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.8,285.0,124000.0,MEDIUM,4,31,35
BLF2307,MALE_BULL,RED,SINDHI,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,48.4,264.0,114000.0,MEDIUM,4,31,35
BLF2308,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.2,204.0,89000.0,MINIMUM,4,31,35
BLF2309,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,45.3,246.0,105000.0,MEDIUM,4,31,35
BLF2310,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,224.0,98000.0,MEDIUM,4,31,35
BLF2311,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,44.0,181.0,80000.0,MINIMUM,4,31,35
BLF2312,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,41.2,176.0,77000.0,MINIMUM,4,31,35
BLF2313,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.5,202.0,88000.0,MINIMUM,4,31,35
BLF2314,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.3,260.0,112000.0,MEDIUM,4,31,35
BLF2315,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,191.0,83000.0,MINIMUM,4,31,35
BLF2316,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,191.0,83000.0,MEDIUM,4,31,35
BLF2317,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,182.0,79000.0,MEDIUM,4,31,35
BLF2318,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,42.3,161.0,71000.0,MINIMUM,4,31,35
BLF2319,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,43.6,227.0,99000.0,MINIMUM,4,31,35
BLF2320,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,215.0,92000.0,MEDIUM,4,31,35
BLF2321,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.7,179.0,79000.0,MEDIUM,4,31,35
BLF2322,MALE_BULL,RED,RED_CHITTAGONG,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,40.0,178.0,80000.0,MINIMUM,4,31,35
BLF2323,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,43.0,252.0,109000.0,MINIMUM,4,31,35
BLF2324,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.1,260.0,110000.0,MEDIUM,4,31,35
BLF2325,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.8,230.0,100000.0,MEDIUM,4,31,35
BLF2326,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.5,244.0,106000.0,MINIMUM,4,31,35
BLF2327,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,47.0,224.0,97000.0,MEDIUM,4,31,35
BLF2328,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,48.4,251.0,107930.0,MEDIUM,4,31,35
BLF2329,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.3,198.0,85000.0,MINIMUM,4,31,35
BLF2330,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.0,231.0,100000.0,MEDIUM,4,31,35
BLF2332,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,39.0,150.0,66000.0,MINIMUM,4,31,35
BLF2333,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,46.9,207.0,90000.0,MEDIUM,4,31,35
BLF2335,MALE_BULL,RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.0,155.0,75000.0,MINIMUM,4,31,35
BLF2343,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,44.3,222.0,16000.0,MINIMUM,4,0,4
BLF2502,FEMALE_HEIFER,RED,BRAHMA,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",3,6,57.6,816.0,335000.0,EXTRA_LARGE,4,31,35
BLF2503,FEMALE_HEIFER,RED,BRAHMA,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2.5,4,52.1,606.0,265000.0,LARGE,4,31,35
BLF2504,FEMALE_HEIFER,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,50.8,383.0,162000.0,MEDIUM,4,31,35
BLF2505,MALE_BULL,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.9,375.0,161000.0,LARGE,4,31,35
BLF2506,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,54.0,430.0,180000.0,LARGE,4,31,35
BLF2507,MALE_BULL,NON_RED,PABNA_BREED,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,54.0,340.0,143000.0,LARGE,4,31,35
BLF2508,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,315.0,135000.0,LARGE,4,31,35
BLF2509,MALE_BULL,NON_RED,LOCAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,51.0,322.0,138000.0,LARGE,4,31,35
BLF2510,FEMALE_HEIFER,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,243.0,103000.0,MEDIUM,4,31,35
BLF2511,FEMALE_HEIFER,RED,SAHIWAL,"['JUMBOO', 'LUCERNE', 'NAPIER', 'SILAGE', 'STRAW', 'CORN', 'CONCENTRATE_MIX']",2,2,45.6,280.0,121000.0,MEDIUM,4,31,35
